release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
149	Arena of Octos	Apple II	1981-01-01	65.0		SoftSide	Steve Kropinak	strategy video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
150	Beer Run	Apple II	1981-01-01	65.0		Sirius Software	Mark Turmell		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
151	Bez Wars	Apple II	1981-01-01	65.0		Bez	John Besnard		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
152	Bez-MX	Apple II	1981-01-01	65.0		Bez	John Besnard		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Nuclear strategy game
153	Bezman	Apple II	1981-01-01	65.0		Bez	John Besnard		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Pac-Man clone
154	Birth of the Phoenix	Apple II	1981-01-01	65.0		Phoenix Software	Paul Berker		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
155	Blister Ball	Apple II	1981-01-01	65.0		Creative Computing Software	Rodney McAuley		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
156	Borg	Apple II	1981-01-01	65.0		Sirius Software	Dan Thompson		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
157	Bug Attack	Apple II	1981-01-01	65.0		Cavalier Computer	Jim Nitchals		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Arcade
158	Castle Wolfenstein	Apple II	1981-01-01	65.0		Muse Software	Silas Warner	action-adventure game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Stealth game
159	Ceiling Zero	Apple II	1981-01-01	65.0		Turnkey Software	RAM Software	adventure film	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Shoot em up
160	Chennault's Flying Tigers	Apple II	1981-01-01	65.0		Discovery Games			Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
161	Chess	DOS	1981-01-01	65.0		International PC Owners	International PC Owners	mind game	Floppy/CD					1981	https://en.wikipedia.org/wiki/Index_of_DOS_games_(C)	
162	Computer Quarterback	Apple II	1981-01-01	65.0		Strategic Simulations	Strategic Simulations	simulation video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Sports game
163	Conversational French §	Intellivision	1981-01-01	65.0		Mattel Electronics	APh Technological Consulting	Educational	Cassette					NA: 1981	https://en.wikipedia.org/wiki/List_of_Intellivision_games	Programming credits to Mark Stroberg, Scott Bishop, Alan Blanchard, Hal Finney, Kirsi Allison, John Tomlinson, John Brooks, Jon Buss.[citation needed]
164	Cranston Manor	Apple II	1981-01-01	65.0		On-Line Systems	Ken Williams and Harold DeWitz	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Also known as Hi-Res Adventure #3
165	Crossfire	Apple II	1981-01-01	65.0		Sierra On-Line	Jay Sullivan		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
166	Crush, Crumble and Chomp!	Apple II	1981-01-01	65.0		Epyx	Michael Farren	strategy video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
167	Curse of Crowley Manor	Apple II	1981-01-01	65.0		Adventure International	Adventure International		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
168	Cyclod	Apple II	1981-01-01	65.0		Sirius Software	Hunter Hancock		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
169	Dark Forest	Apple II	1981-01-01	65.0		Sirius Software	Tom Mornini		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
170	Donkey	DOS	1981-01-01	65.0		IBM, Microsoft Game Studios	Microsoft Game Studios		Floppy/CD					1981	https://en.wikipedia.org/wiki/Index_of_DOS_games_(D)	
171	Dragon Fire	Apple II	1981-01-01	65.0		Level-10	Level-10		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
172	Dragon's Eye	Apple II	1981-01-01	65.0		Automated Simulations			Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
173	Empire I: World Builders	Apple II	1981-01-01	65.0		Interactive Fantasies	Edu-ware Services	science fiction video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
174	Epoch	Apple II	1981-01-01	65.0		Sirius Software	Larry Miller		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
175	Escape from Arcturus	Apple II	1981-01-01	65.0		Synergistic Software	Synergistic Software		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
176	Falcons	Apple II	1981-01-01	65.0		Piccadilly Software	Thomas Ball (computer scientist), Eric Varsanyi		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
177	Frogger	Commodore 64	1981-01-01	65.0		Sega	Konami	action game	Cassette					1981		
178	Gamma Goblins	Apple II	1981-01-01	65.0		Sirius Software	Sirius Software		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Arcade
179	Gobbler	Apple II	1981-01-01	65.0		On-Line Systems	Olaf Lubeck		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
180	Gorgon	Apple II	1981-01-01	65.0		Sirius Software	Sirius Software		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
181	Hadron	Apple II	1981-01-01	65.0		Sirius Software	Sirius Software		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
182	Hi-Res Computer Golf	Apple II	1981-01-01	65.0		Avant-Garde	Avant-Garde		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
183	Jabbertalky	DOS	1981-01-01	65.0		Automated Simulations Inc.	Automated Simulations Inc.	educational video game	Floppy/CD					1981	https://en.wikipedia.org/wiki/Index_of_DOS_games_(J)	
184	Jack LaLanne's Physical Conditioning §	Intellivision	1981-01-01	65.0		Mattel Electronics	APh Technological Consulting	Fitness	Cassette					NA: 1981	https://en.wikipedia.org/wiki/List_of_Intellivision_games	Programming credits to Robby Butler, Tom Loughry, Hal Finney, John Brooks, Mark Stroberg.[citation needed]
185	Jawbreaker	Apple II	1981-01-01	65.0		On-Line Systems	Olaf Lubeck		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
186	Kaves of Karkhan	Apple II	1981-01-01	65.0		Level-10	Level-10	role-playing video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
187	Lords of Karma	Apple II	1981-01-01	65.0		Avalon Hill	Microcomputer Games	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
188	Lunar Leeper	Commodore 64	1981-01-01	65.0		Sierra On-Line		shoot 'em up	Cartridge					1981		
189	Microsoft Adventure	DOS	1981-01-01	65.0		IBM	Microsoft	interactive fiction	Floppy/CD					1981	https://en.wikipedia.org/wiki/Index_of_DOS_games_(M)	
190	Mystery Fun House	Apple II	1981-01-01	65.0		Adventure International	Scott Adams		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
191	Olympic Decathlon	Apple II	1981-01-01	65.0		Microsoft	Timothy W. Smith	athletics video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	also known as Microsoft Olympic Decathlon
192	President Elect	Apple II	1981-01-01	65.0		Strategic Simulations	Nelson G. Hernandez		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
193	Raster Blaster	Apple II	1981-01-01	65.0		BudgeCo	Bill Budge	action game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
194	Red Alert	Apple II	1981-01-01	65.0		Broderbund Software	Olaf Lubeck		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
195	Roach Hotel	Apple II	1981-01-01	65.0		Microlab	Mike Livesay		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
196	RobotWar	Apple II	1981-01-01	65.0		Muse Software	Silas Warner	programming game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
197	Sabotage	Apple II	1981-01-01	65.0		On-Line Systems	Mark Allen		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
198	Sands of Mars	Apple II	1981-01-01	65.0		Crystal Computer	John Bell & Patty Bell	science fiction	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
199	Sneakers	Apple II	1981-01-01	65.0		Sirius Software	Mark Turmell		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
200	Softporn Adventure	Apple II	1981-01-01	65.0		On-Line Systems	Chuck Benton	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Text adventure
201	Southern Command	Apple II	1981-01-01	65.0		Strategic Simulations	Strategic Simulations		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
202	Space Eggs	Apple II	1981-01-01	65.0		Sirius Software	Nasir Gebelli	shooter game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
203	Space Quarks	Apple II	1981-01-01	65.0		Broderbund	Broderbund		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
204	Star Thief	Apple II	1981-01-01	65.0		Cavalier Computer	Jim Nitchals		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
205	Starship Commander	Apple II	1981-01-01	65.0		Voyager Software	Gilman Louie	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
206	Strange Odyssey	Apple II	1981-01-01	65.0		Adventure International	Scott Adams	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Scott Adams' sixth game
207	Suicide!	Apple II	1981-01-01	65.0		Piccadilly Software	Steve Hawley		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
208	Sumer	Apple II	1981-01-01	65.0		Crystal Computer			Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
209	SwordThrust	Apple II	1981-01-01	65.0		CE Software	Donald Brown	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
210	T.W.E.R.P.S.	Apple II	1981-01-01	65.0		Sirius Software	Dan Thompson		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
211	Tawala's Last Redoubt	Apple II	1981-01-01	65.0		Broderbund	Doug Carlston	strategy video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
212	Taxman	Apple II	1981-01-01	65.0		H.A.L. Labs	Brian Fitzgerald	rock music	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	A Pac-Man clone
213	The Caverns of Freitag	Apple II	1981-01-01	65.0		Muse Software	David Shapiro (as "Dr. Cat")		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
214	The Count	Apple II	1981-01-01	65.0		Adventure International	Scott Adams		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
215	The Demon's Forge	Apple II	1981-01-01	65.0		Saber Software		adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
216	Threshold	Apple II	1981-01-01	65.0		On-Line Systems	On-Line Systems		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
217	Titan Empire	Apple II	1981-01-01	65.0		Muse Software	Ed Zaron	strategy video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
218	Ultima	Apple II	1981-01-01	65.0		California Pacific Computer Company	Richard Garriott		Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	
219	Ulysses and the Golden Fleece	Apple II	1981-01-01	65.0		On-Line Systems	Ken Williams & Bob Davis	adventure video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Also known as Hi-Res Adventure #4
220	Wizardry: Proving Grounds of the Mad Overlord	Apple II	1981-01-01	65.0		Sir-Tech	Andrew C. Greenberg & Robert Woodhead	role-playing video game	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	RPG
221	Zork II: The Wizard of Frobozz	Apple II	1981-01-01	65.0		Infocom	Marc Blank, Dave Lebling, Bruce Daniels, & Tim Anderson	interactive fiction	Floppy Disk					1981	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Interactive fiction
222	Pelé's Soccer a.k.a. Championship Soccer	Atari 2600	1981-02-01	65.0			Steve Wright		Cartridge					February 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	Announced for Fall 1980, but delayed to early 1981
223	Laser Blast	Atari 2600	1981-03-01	65.0		Activision	Activision (David Crane)	Action	Cartridge					March 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
224	Othello	Atari 2600	1981-03-01	65.0			Ed Logg	tragedy	Cartridge					March 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
225	Steeplechase	Atari 2600	1981-03-01	65.0			Jim Huether		Cartridge					March 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	One of the three games Atari produced exclusively for Sears.
226	Stellar Track	Atari 2600	1981-03-01	65.0			Robert Zdybel		Cartridge					March 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	One of the three games Atari produced exclusively for Sears.
227	Tennis	Atari 2600	1981-03-01	65.0		Activision	Activision (Alan Miller)	Sports	Cartridge					March 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
228	Missile Command	Atari 2600	1981-04-01	65.0		Atari, Inc.	Rob Fulop	shoot 'em up	Cartridge					April 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
229	Video Pinball	Atari 2600	1981-04-01	65.0			Bob Smith	pinball machine game	Cartridge					April 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
230	MagiCard	Atari 2600	1981-05-01	65.0		CommaVid	CommaVid		Cartridge					May 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
231	Raiders of the Lost Ark	Atari 2600	1982-11-01	65.0			Howard Scott Warshaw	action film	Cartridge		1981-06-12			November 1982	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
232	Freeway	Atari 2600	1981-07-01	65.0		Activision	Activision (David Crane)	Action	Cartridge					July 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
233	Kaboom!	Atari 2600	1981-07-01	65.0		Activision	Activision (Larry Kaplan, David Crane)	Action	Cartridge					July 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
234	Warlords	Atari 2600	1981-07-01	65.0			Carla Meninsky		Cartridge					July 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
235	PBA Bowling	Intellivision	1981-07-31	65.0		Mattel Electronics	Mattel Electronics	Sports	Cartridge					NA: 1981-07-31	https://en.wikipedia.org/wiki/List_of_Intellivision_games	aka Bowling
236	Asteroids	Atari 2600	1981-08-01	65.0			Brad Stewart		Cartridge					August 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
237	Super Breakout	Atari 2600	1981-10-01	65.0		Atari, Inc.	Nick Turner	Breakout clone	Cartridge					October 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	Sears exclusive title through the end of 1981
238	Astrosmash	Intellivision	1981-10-15	65.0		Mattel Electronics	Mattel Electronics	Shooter	Cartridge					NA: 1981-10-15	https://en.wikipedia.org/wiki/List_of_Intellivision_games	
239	Snafu	Intellivision	1981-10-15	65.0		Mattel Electronics	Mattel Electronics	Action	Cartridge					NA: 1981-10-15	https://en.wikipedia.org/wiki/List_of_Intellivision_games	
240	Space Armada	Intellivision	1981-10-15	65.0		Mattel Electronics	APh Technological Consulting	Shooter	Cartridge					NA: 1981-10-15	https://en.wikipedia.org/wiki/List_of_Intellivision_games	
241	Triple Action ^	Intellivision	1981-10-15	65.0		Mattel Electronics	APh Technological Consulting	Action	Cartridge					NA: 1981-10-15	https://en.wikipedia.org/wiki/List_of_Intellivision_games	album cartridge: Battle Tanks, Racing Cars, and Biplanes; Two players required for Biplanes and Battle Tanks. In addition to Rich O'Keefe, programming credits are also given to Shal Farley.
242	Boxing ^	Intellivision	1981-10-21	65.0		Mattel Electronics	APh Technological Consulting	Sports	Cartridge					NA: 1981-10-21	https://en.wikipedia.org/wiki/List_of_Intellivision_games	Two players required
243	Time Bandits	MSX	1984-01-01	65.0		PSS	PSS	science fiction film	video on demand		1981-11-06			1984	https://en.wikipedia.org/wiki/List_of_MSX_games	
244	Ice Hockey	Atari 2600	1981-12-01	65.0		Activision	Activision (Alan Miller)	Action, Sports	Cartridge					December 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
245	Stampede	Atari 2600	1981-12-01	65.0		Activision	Activision (Bob Whitehead)	Action	Cartridge					December 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
246	Skeet Shoot	Atari 2600	1981-12-07	65.0		Apollo	Apollo	Action	Cartridge					December 7, 1981	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	
247	Star Strike	Intellivision	1981-12-22	65.0		Mattel Electronics	APh Technological Consulting	Action	Cartridge					NA: 1981-12-22	https://en.wikipedia.org/wiki/List_of_Intellivision_games	Running change fixes bug with left controller.
248	3D Tanx	ZX Spectrum	1982-01-01	65.0		DK'Tronics	Don Priestley	shoot 'em up	Cassette					1982	https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games	
249	A.E.	Apple II	1982-01-01	65.0		Broderbund	Programmers-3 (Makato Horai & Jun Wada)		Floppy Disk					1982	https://en.wikipedia.org/wiki/List_of_Apple_II_games	Fixed shooter
250	Adventure 1	ZX Spectrum	1982-01-01	65.0		Abersoft	Abersoft		Cassette					1982	https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games	
251	Adventure A: Planet of Death	ZX Spectrum	1982-01-01	65.0		Artic Computing	Richard Turner, Chris A. Thornton	adventure video game	Cassette					1982	https://en.wikipedia.org/wiki/List_of_ZX_Spectrum_games	
252	Air Raid	Atari 2600	1982-01-01	65.0		MenAVision	MenAVision	Action	Cartridge					1982	https://en.wikipedia.org/wiki/List_of_Atari_2600_games	Only 13 copies known to exist [citation needed]
